[file name]: ru.txt
[file content begin]
# Файл русского языка
# каждая запись должна содержать номер строки, пробел, строку, символ решётки
# строки, начинающиеся с решётки, являются комментариями
# пустые строки игнорируются

1 null#
215 Я бы купил это за %dG.

Торговать? (ПКМ из
инвентаря)#


# болтовня лавочников

216 Говорят, кольца конфликта
создают ауру раздора
вокруг человека.#

217 Масло для ламп? Верёвка? Бомбы?
Хочешь? Они твои, мой
друг, если у тебя есть
рубины!#

218 Говорят, некоторые предметы
зачарованы особыми
магическими эффектами.#

219 Слизни бывают двух цветов.
Говорят, что синие сильнее.#

220 Говорят, проклятые предметы
часто делают противоположное
тому, для чего были созданы.#

221 Тролли игнорируют тебя, если
ты держишься на расстоянии!#

222 Оружие бывает разной
эффективности. Деревянное
и бронзовое слабы, но
стальное очень прочно.#

223 Эффекты зелий со временем
проходят.#

224 Остерегайся книжек с картинками.
Я знал одного, кто коснулся
такой, и внезапно оказался
совсем один на крошечном острове.#

225 Твои навыки будут расти
по мере их использования.#

226 Гоблины — хорошие
падальщики. Не оставляй
мощные предметы там, где
они могут их найти!#

227 Я могу выглядеть слабым, но на
самом деле я мастер
мистических искусств.#

228 Консервы могут сделать твои
руки жирными. Используй
полотенце, чтобы быть чистым.#

229 Ты можешь перевязывать раны
полотенцами.#

230 Ты голоден? Крысятина —
основная еда здесь, внизу.#

231 Укусы скорпионов могут
парализовать тебя. Остерегайся их.#

232 Говорят, суккубы любят
пытаться украсть одежду
людей.#

233 Чем старше еда, тем вероятнее,
что она вызовет тошноту
при употреблении.#

234 Зеркала иногда творят
странные вещи.#

235 Старайся опознавать предметы,
прежде чем использовать их.#


# названия навыков

236 Механика#
237 Скрытность#
238 Торговля#
239 Знания#
240 Чудотворство#
241 Лидерство#
242 Мистицизм#
243 Колдовство#
244 Стрельба#
245 Меч#
246 Булава#
247 Топор#
248 Древковое#
249 Щит#


#

250 УСТАРЕЛО#
251 УСТАРЕЛО#
252 УСТАРЕЛО#


# Сообщения при ЛКМ (осмотр существ)

253 Ты видишь %s по имени %s.#
254 Ты видишь %s.#
255 Ты видишь настенный факел.#
256 Ты видишь дверь.#
257 Ты видишь %s.#
258 Ты видишь золотую монету.#
259 Ты видишь %d золотых монет.#
260 Ты видишь костёр.#
262 Ты видишь фонтан.#
263 Ты видишь раковину.#
264 Ты видишь лестницу, ведущую вниз.#
265 Ты видишь лестницу, ведущую вверх.#
266 Ты видишь сундук.#
267 Ты видишь железную решётку.#
268 Ты видишь шипованную ловушку.#
269 Ты видишь рычаг.#
270 Ты видишь валун.#
271 Ты видишь надгробие.#
272 Ты видишь таинственный портал.#
273 Ты видишь стул.#
274 Ты видишь стол.#


# сообщения консольных команд

275 Только сервер может изменять серверные флаги.#
276 Серверные флаги обновлены.#
277 Читы отключены на этом сервере.#
278 '%s' не является предметом!#
279 Сервер кикнул клиента %d (%s).#
280 Не удалось найти клиента с таким именем.#
281 Только сервер может кикнуть другого игрока.#
282 Ты должен играть в многопользовательскую игру, чтобы кикать!#
283 Файл карты сохранён как '%s'.#
284 Только сервер может это сделать.#
285 Переход на следующий уровень...#
286 Камера на %d, %d, %d
 Ориентация: %3.2f, %d#
287 noclip всегда отключён в мультиплеере.#
288 noclip ВКЛ#
289 noclip ВЫКЛ#
290 режим бога всегда отключён в мультиплеере.#
291 режим бога ВКЛ#
292 режим бога ВЫКЛ#
293 режим будды всегда отключён в мультиплеере.#
294 режим будды ВКЛ#
295 режим будды ВЫКЛ#
296 дружественный режим ВКЛ#
297 дружественный режим ВЫКЛ#
298 выход на: %d, %d#
299 Это работает только в одиночной игре.#
300 количество сущностей на уровне: %d#
301 Убито %d монстров.#
302 Ты призываешь %s!#
303 Здесь нет места для %s!#
304 Ошибка! Не удалось создать '%s'#
305 Неизвестная команда: '%s'#


# строка состояния

306 УСТАРЕЛО#
307 УСТАРЕЛО#


# предметы и инвентарь

308 УСТАРЕЛО#
309 УСТАРЕЛО#
310 УСТАРЕЛО#
311 УСТАРЕЛО#
312 УСТАРЕЛО#
313 УСТАРЕЛО#
314 УСТАРЕЛО#
315 УСТАРЕЛО#
316 УСТАРЕЛО#
317 УСТАРЕЛО#
318 УСТАРЕЛО#
319 Этот %s
 уже опознан.#
320 Опознан "%s".#
321 Оценка "%s"...#
322 Заклинания#
323 Снять с руки#
324 Взять в руку#
325 Снять#
326 Надеть#
327 Снять#
328 Надеть#
329 Выпить#
330 Прочесть#
331 Надеть#
1881 Осмотреть#
332 Использовать#
333 Убрать#
334 Подготовить#
335 Потушить#
336 Зажечь#
337 Установить#
338 Съесть#
339 Приготовить#
340 Оценка:     #
341 Оценка:%3.0f%%#
342 Книга заклинаний#
343 Инвентарь#
344 Магазин#
345 Продать#
346 Снять проклятие с предмета#
347 Этот %s
 уже не проклят.#
348 Снято проклятие с "%s".#


# магазин GUI - удалённые названия категорий

349 #
350 #
351 #
352 #
353 #
354 #
355 #
356 #
357 #
358 Добро пожаловать в %s's
%s!#


# лист персонажа

359 УСТАРЕЛО#
360 УСТАРЕЛО#
361 УСТАРЕЛО#
1200 УСТАРЕЛО#
1201 УСТАРЕЛО#
1202 УСТАРЕЛО#
1203 УСТАРЕЛО#
1204 УСТАРЕЛО#
1205 УСТАРЕЛО#


# уровни навыков

363                  Нет#
364                Новичок#
365                 Базовый#
366               Умелый#
367                Эксперт#
368                Мастер#
369                Легенда#


# остальная часть листа персонажа

370 УСТАРЕЛО#
371 УСТАРЕЛО#
372 УСТАРЕЛО#


# инвентарь сундука

373 УСТАРЕЛО#
374 Взято %s из сундука.#


# магия

375 Недостаточно маны!#
376 Ты поражён заклинанием!#
377 Твоё заклинание поражает %s!#
378 Твоё заклинание поражает %s!#
379 Но оно отражается!#
380 Твой плащ повреждён!#
381 Твой плащ уничтожен!#
382 Твой амулет повреждён!#
383 Твой амулет уничтожен!#
384 Твой щит повреждён!#
385 Твой щит уничтожен!#
386 УСТАРЕЛО#
387 Твоё заклинание уничтожает дверь!#
388 Твоё заклинание уничтожает стул!#
389 Твоё заклинание уничтожает стол!#
390 %s внезапно сбит с толку!#
391 %s внезапно сбит с толку!#
392 Ты внезапно сбит с толку!#
393 %s замедлен!#
394 %s замедлен!#
395 Ты внезапно замедлен!#
396 Ты внезапно крепко засыпаешь!#
397 %s внезапно крепко засыпает!#
398 %s внезапно крепко засыпает!#
399 Ты запираешь дверь!#
400 Заклинание запирает сундук!#
401 Непонятно, что оно сделало...#
402 Ты открываешь дверь!#
403 Заклинание открывает ворота!#
404 Заклинание отпирает сундук!#
405 Твоё заклинание уничтожает валун!#
406 Ты разгневал богов Сокобана!#
407 Нельзя читать заклинания, защищаясь!#
408 Прекращение действия заклинания %s.#
409 Ты неуклюже читаешь заклинание, и оно срывается!#
410 Нельзя читать заклинания вплавь!#
411 Твоё тело чувствует себя очищенным!#
412 В твоём сознании возникает карта!#
413 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
414 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
415 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
416 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
417 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
418 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
419 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
420 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
421 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
422 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
423 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
424 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
425 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
426 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
427 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
428 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
429 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
430 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
431 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
432 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
433 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
434 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
435 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
436 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
437 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
438 УСТАРЕЛО_НАЗВАНИЕ_ЗАКЛИНАНИЯ#
439 Ты уже знаешь заклинание %s!#
440 Это заклинание слишком сложно для тебя!#
441 Ты учишь заклинание %s.#
442 Подготовлено заклинание %s.#
443 Ты чувствуешь себя лучше.#
444 Твоя жизненная сила колеблется на мгновение.#
445 Ты чувствуешь, как твоя жизненная сила убывает!#


# стрелы

446 Ты выстрелил в %s!#
447 Но это даже не дрогнуло!#
448 Ты выстрелил в %s!#
449 Но они даже не дрогнули!#
450 Но они даже не дрогнули!#
451 Ты поражён стрелой!#
452 Но она отскочила от твоей брони!#
453 Стрела отравляет тебя!#


# ловушки и мебель

454 Ты попал в капкан!#
455 Тебя ударил валун!#
456 Тебе не хватает силы, чтобы сдвинуть валун.#
457 Ты вытаскиваешь факел из огня.#
458 Огонь погашен.#
459 Сундук распахивается!#
460 Ты захлопываешь сундук!#
461 Кто-то закрыл сундук!#
462 Сундук заперт!#
463 Ты кладёшь %s в сундук.#
464 Ты открываешь дверь.#
465 Ты закрываешь дверь.#
466 Дверь заперта!#
467 Фонтан пуст.#
468 Ты окунаешься в воды.#
469 Ты призываешь суккуба!#
470 Ты пьёшь из фонтана.#
471 Прохладная вода освежает тебя.#
472 Это источник святой воды!#
473 Фонтан благословляет твоё снаряжение.#
474 Фонтан пересыхает!#
475 Эти ворота открываются в другом месте.#
476 Сейчас не время для сидения.#
477 Ты в ярости ударяешь по столу кулаком.#


# пасхальные сообщения

478 Это пригодилось бы в игре другого жанра.#
479 Ты чувствуешь желание добывать и мастерить, но оно проходит.#
480 Этому странному инструменту не место в этом мире.#
481 Ты ничего не мастеришь, так что это тебе не нужно.#
482 Меньшие умы считают, что это принадлежит нашей вселенной.#


# Золото

483 Подобрана золотая монета.#
484 Подобрано %d золотых монет.#


# сообщения надгробий

485 "Здесь лежит Джонни Дрожжи
  Простите, что не встаю"#

486 "Здесь лежит моя жена
  Пусть здесь она лежит!
  Теперь она упокоилась, и я тоже"#

487 "Здесь лежит тело Блейка
  Нажал на газ вместо тормоза"#

488 "Здесь лежит Чокнутый Эд
  Получил посылку, но теперь он мёртв"#

489 "Покойся с миром"#

490 "З.П.М."#

491 "Sum quod eris"#

492 "С причала нырнул сэр Джим
  А потом понял, что не умеет плавать"#

493 "Здесь лежит Мэри Поппинс
  Дыра в зонтике оказалась роковой"#

494 "Здесь лежит Гораций П. Фетч
  Гоблины наконец добрались до него"#

495 "Здесь лежит Джулиан
  Получил тумаков от своего питомца-тролля"#

496 "Здесь лежит Ингрид
  Испугалась страшного скелета"#

497 "Здесь лежит сэр Робин
  Он храбро убежал"#

498 "Здесь лежит Том
  Проиграл в русскую рулетку"#

499 "Здесь лежит Митч
  Встретил свой конец от лича"#

500 "Здесь лежит Прото-Пегас
  Картофелина застряла в выхлопной трубе"#

501 Это надгробие пусто.#

502 Ты потревожил мёртвых!#


# сообщения о предметах

503 Этот %s может открывать замки.#

504 Подобран %s.#


# сообщения о лестницах и порталах

505 Ты должен собрать свой отряд, чтобы двигаться дальше.#
506 Ты спускаешься по лестнице.#
507 Ты и твой отряд спускаетесь по лестнице.#
508 Ты не можешь вернуться тем путём.#
509 %s у выхода.#
510 Ты проходишь через портал.#
511 Ты и твой отряд проходите через портал.#


# реплика Херкса о тьме

512 Ты слышишь голос в своей голове...
"Сможешь ли ты разгадать этот секретный приём тьмы?"#


# разговоры монстров

513 %s говорит:#
514 %s не отвечает.#
515 %s не отвечает.#
516 %s %s! Ты поплатишься головой!#
517 %s %s! Ан гард!#
518 Ты мой, %s %s!#
519 Приготовься, %s %s!#
520 Я скоро с тобой поговорю!#
521 Я сейчас немного занят.#
522 Я поговорю с тобой чуть позже!#
523 Прошу прощения, я разговариваю с другим.#
524 Приставай к кому-нибудь другому!#
525 Я с радостью последую за тобой, %s!#
526 Веди, %s!#
527 Я последую за тобой, %s!#
528 Покажи мне путь, %s!#
529 %s решает последовать за тобой!#
530 Прошу прощения.#
531 Извините.#
532 Доброго дня.#
533 Прошу прощения.#
534 *хрюк*#
535 Прошу прощения, %s.#
536 Извини, %s. Я следую за другим.#

# реплики Шарура

537 Ты слышишь голос в своей голове...#
538 "А ты знал?"
"Из ловушек доносится зловещий ветер."
"Это правда!"#
539 "А ты знал?"
"Фонтаны иногда благословляют твоё снаряжение."
"Это правда!"#
540 "А ты знал?"
"Лавочники ничего не платят за неопознанные самоцветы."
"Это правда!"#
541 "А ты знал?"
"Король Артур носит волшебный меч Дирнвин."
"Это правда!"#
542 "А ты знал?"
"Можно активировать ловушки брошенными предметами."
"Это правда!"#
543 "А ты знал?"
"Хан выстрелил первым."
"Это правда!"#
544 "А ты знал?"
"Радужный пони — лучший пони."
"Это правда!"#
545 "А ты знал?"
"Яд паука выветривается за десять секунд."
"Это правда!"#
546 "А ты знал?"
"В сливах раковин можно найти кольца."
"Это правда!"#
547 "А ты знал?"
"Реактивное топливо не плавит стальные балки."
"Это правда!"#
548 "А ты знал?"
"Гунгнир никогда не промахивается."
"Это правда!"#
549 "А ты знал?"
"Хриселакатос стреляет отравленными стрелами."
"Это правда!"#
550 "А ты знал?"
"В Шахтёрском городке спрятан жуткий секрет."
"Это правда!"#
551 "А ты знал?"
"Есть два скрытых входа в подземный мир."
"Это правда!"#
552 "А ты знал?"
"Универсальные магазины скупят что угодно."
"Это правда!"#
553 "А ты знал?"
"Некоторые зелья бывают только определённых цветов."
"Это правда!"#
554 "А ты знал?"
"В руинах есть секретный путь в ад."
"Это правда!"#
555 "А ты знал?"
"Гунгнир спрятан в Лабиринте Минотавра."
"Это правда!"#
556 "А ты знал?"
"Хриселакатос лежит сокрытый в подземном мире."
"Это правда!"#
557 "А ты знал?"
"Забавные Кости носят топор по имени Парашу."
"Это правда!"#
558 "А ты знал?"
"Победитель — ты!"
"Это правда!"#
559 "А ты знал?"
"Я не могу уйти без моего друга Суперфлая!"
"Это правда!"#
560 "А ты знал?"
"Все тостеры жарят тосты."
"Это правда!"#
561 "А ты знал?"
"Тот Мимига был не Сью!"
"Это правда!"#
562 "А ты знал?"
"Решение Сокобана сделает тебя богатым."
"Это правда!"#
563 "А ты знал?"
"Гномы и тролли — лучшие друзья."
"Это правда!"#
564 "А ты знал?"
"Лавочники ДЕЙСТВИТЕЛЬНО магические гении."
"Это правда!"#
565 "А ты знал?"
"Тролли предпочли бы, чтобы их просто оставили в покое."
"Это правда!"#
566 "А ты знал?"
"Минотавры не совсем непобедимы."
"Это правда!"#
567 "А ты знал?"
"От телепортита нет лекарства."
"Это правда!"#
568 "А ты знал?"
"Разбитые сундуки дают мало предметов."
"Это правда!"#
569 "А ты знал?"
"Ложки нет."
"Это правда!"#

# случайные сообщения игроков

570 Опознан "%s".#
571 Не удалось опознать "%s".#
572 Ты падаешь насмерть...#
573 Ты упал в кипящую лаву!#
574 Вода тушит пламя!#
575 Ты сталкиваешься с %s.#
576 %s сталкивается с тобой.#
577 Ты умираешь...#
578
Ты будешь воскрешён, если твой отряд
выживет до следующего уровня.#
579 *ик*#

# ещё мебель

580 Раковина больше не работает.
Нужно вызвать сантехника!#
581 Эй, в сливе застряло кольцо.#
582 Из крана сочится слизень!#
583 Вода из-под крана немного освежает тебя.#
584 Вода обжигает!#
585 Ты слышишь, как труба стонет.
 Кран сломался!#
586 Ты наступаешь на шипованную ловушку!#
588 Тебя ударяет летящий %s!#
589 Ты снимаешь факел со стены.#

# сообщения о сущностях

590 Ты внезапно загораешься!#
591 Твоё заклинание (невидимость) было прервано!#
592 Твоё заклинание (левитация) было прервано!#
593 Ты просыпаешься.#
594 Яд отступает.#
595 Ты чувствуешь себя немного устойчивее.#
596 Теперь ты можешь думать яснее.#
597 Ты снова чувствуешь себя трезвым.#
598 Не удалось поддержать заклинание (невидимость).#
599 Эй! Ты снова видишь себя!#
600 Ты снова видишь.#
601 У тебя слезятся глаза.#
602 Твои руки теперь кажутся чище.#
603 Твоё лицо больше не испачкано.#
604 Ты возвращаешься к своей нормальной скорости.#
605 Ты снова можешь двигаться.#
606 Не удалось поддержать заклинание (левитация).#
607 Ты снова опускаешься на пол.#
608 Голоса в твоей голове замолкли.#
609 Твой желудок успокаивается.#
610 Но ты всё ещё чувствуешь себя не очень хорошо.#
611 Теперь ты голоден.#
612 Ты очень голоден!
 Ты чувствуешь слабость.#
613 Ты умираешь от голода!
 Ты чувствуешь дурноту.#
614 Ты перестаёшь кровоточить.#
615 Твоя способность %s улучшилась.#
616 Теперь у тебя базовый навык в %s.#
617 Теперь ты умелый в %s.#
618 Теперь ты эксперт в %s.#
619 Теперь ты мастер в %s.#
620 Теперь ты легенда в %s.#
621 Твоя жизненная сила преобразуется в магическую энергию.#
622 Уровень повышен!#
623 Ты чувствуешь себя сильным!#
624 Ты чувствуешь себя ловким!#
625 Ты чувствуешь себя крепким!#
626 Ты чувствуешь себя мудрым!#
627 Ты чувствуешь себя наблюдательным!#
628 Ты чувствуешь себя обаятельным!#
629 Теперь ты чувствуешь себя немного лучше.#
630 Ты чувствуешь голод.#
631 Ты очень голоден!
 Ты чувствуешь слабость.#
632 Ты умираешь от голода!
 Ты чувствуешь дурноту.#
633 Ты угасаешь...#
634 Ты внезапно чувствуешь сильную тошноту...#
635 Тебя внезапно рвёт!#
636 Твоё оружие выскальзывает из пальцев!#
637 Твой %s мерцает в темноте.#
638 Твой %s догорает.#
639 Твой амулет слабо светится зелёным.#
640 Яд мгновенно отступает!#
641 Яд, кажется, отступил.#
642 Ты теряешь немного крови.#
643 Ты перестал кровоточить.#
644 Горит! Горит!#
645 Твой %s тлеет!#
646 Твой %s сгорает дотла!#
647 Пламя гаснет.#
648 Твой амулет душит тебя!#
649 Твой амулет сжимается!#
650 Но какая удача! Он просто сломался сам.#

# точка в конце важна, убедитесь, что она осталась:

651 Ты умираешь....#


# ещё сообщения о сущностях

652 Но погоди! Твой амулет светится!#
653 Но погоди! Твой амулет теплеет!#
654 Ты возвращаешься к жизни и начинаешь парить в воздухе!#
655 Однако твой амулет рассыпается в пыль.#
656 Упс, прости. Видимо, он был пустышкой.#
657 Увидимся в следующей жизни.#
658 Ты внезапно просыпаешься!#
659 Твой посох теряет часть заряда.#
660 Твой посох полностью разрядился.#
661 Твой %s напряжён.#
662 Твой %s наконец ломается.#
663 Ты разрушаешь валун!#
664 Твоё кайло наконец ломается!#
665 Твоё кайло повреждено!#
666 Ты ударяешь по двери!#
667 Ты ударяешь по сундуку!#
668 Ты ударяешь по столу!#
669 Ты ударяешь по стулу!#
670 Дверь с грохотом распахивается!#
671 Сундук разбит вдребезги!#
672 Стол разбивается на куски!#
673 Стул разбивается на куски!#
674 дверь#
675 сундук#
676 стол#
677 стул#
678 Трубы стонут.#
679 Твоё оружие повреждено!#
680 Твоё оружие сломалось при ударе!#
681 Твой %s повреждён!#
682 Твой %s уничтожен!#
683 Дирнвин поджигает тебя!#
684 Скорпион ужалил тебя!#
685 Яд парализует!#
686 Паук впрыскивает яд в свой укус!#
687 Яд распространяется по твоим венам!#
688 Эй! Этот суккуб украл твой %s!#
689 Ты наносишь критический удар по %s!#
690 Ты ударяешь %s!#
691 Это даже не дрогнуло!#
692 Ты убил %s!#
693 Ты наносишь критический удар по %s!#
694 Ты ударяешь %s!#
695 Они даже не дрогнули!#
696 Они даже не дрогнули!#
697 Ты убил %s!#
698 %s %s!#
699 %s %s!#
700 УСТАРЕЛО#
701 Ты истекаешь кровью!#
702 %s истекает кровью!#
703 %s истекает кровью!#
704 Твоё кайло наконец ломается!#
705 Твоё кайло повреждено!#
706 Эта стена слишком твёрдая, чтобы её пробить.#
707 Ты чувствуешь резкий рывок, но он проходит.#
708 Ты на мгновение чувствуешь дезориентацию.#


# общие игровые сообщения

709 Загрузка...#
710 Добро пожаловать на уровень подземелья %d.#
711 Добро пожаловать в %s.#
712 Ты слышишь звук кирок, ударяющих о камень.#
713 Ты слышишь слабый шум оживлённых улиц.#
714 Ты слышишь звук пения вдалеке.#
715 Ты слышишь завывание ветра вдалеке.#
716 Ты слышишь слабый грохот катящихся валунов.#
717 Ты слышишь далёкий рёв голодного минотавра.#
718 Ты слышишь мистическое гудение вдалеке.#
719 Ты слышишь крики боли вдалеке.#
720 %s следует за тобой на следующий уровень.#
721 Твой друг %s следует за тобой на следующий уровень.#
722 %s прощается с тобой!#
723 Твой %s прощается с тобой!#
724 Соединение с клиентом %d (%s) восстановлено.
 Авто-кик отменён.#
725 Клиент %d (%s) не отвечает серверу.
 Авто-кик через %d секунд...#
726 Соединение с клиентом %d (%s) потеряно.
 Кик из игры.#
727 В твоём рюкзаке нет места для
 %s!#
728 Соединение с сервером восстановлено.
 Авто-отключение отменено.#
729 Сервер не отвечает.
 Авто-отключение через %d секунд...#
730 Соединение с сервером потеряно.
 Отключение.#
731
Соединение с сервером потеряно.

Нажми 'ОК', чтобы вернуться в главное меню.#
732 ОК#
733 Случайный персонаж#
734 Добро пожаловать в Barony, %s.#
735 УСТАРЕЛО#
736 УСТАРЕЛО#
